Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
AlternateResponse(01_HOOFD_040:01_HOOFD_375),0.001,0.7557252,0.8808511,0.12512589,In variant 2 it is 12.5125885% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_375] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
AlternateResponse(01_HOOFD_040:01_HOOFD_370),0.001,0.7557252,0.8808511,0.12512589,In variant 2 it is 12.5125885% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_370] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
RespondedExistence(01_HOOFD_530:01_HOOFD_430),0.001,0.93,0.80496454,0.12503546,In variant 1 it is 12.503547% more likely than variant2 that if [01_HOOFD_530] occurs: also [01_HOOFD_430] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_130),0.005,0,0.125,0.125,In variant 2 it is 12.5% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_130] occurs. 
AlternateResponse(01_HOOFD_061:01_HOOFD_491),0.001,0.6996644,0.8244048,0.12474036,In variant 2 it is 12.474036% more likely than variant1 that if [01_HOOFD_061] occurs: [01_HOOFD_491] will occur afterwards without any other occurrence of [01_HOOFD_061] in between. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_491),0.001,0.7777778,0.90220046,0.12442267,In variant 2 it is 12.442266% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_250_2:01_HOOFD_491),0.001,0.7777778,0.90220046,0.12442267,In variant 2 it is 12.442266% more likely than variant1 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_530:01_HOOFD_480),0.001,0.94,0.81560284,0.12439716,In variant 1 it is 12.439716% more likely than variant2 that if [01_HOOFD_530] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_250_1),0.001,0.3678065,0.49215922,0.12435272,In variant 2 it is 12.435272% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_061),0.002,0.8761905,0.7521866,0.12400389,In variant 1 it is 12.400389% more likely than variant2 that if [01_BB_775] occurs: also [01_HOOFD_061] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_130),0.001,0.032667875,0.15654206,0.12387419,In variant 2 it is 12.387419% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_130] occurs. 
Participation(01_HOOFD_250_1),0.001,0.3678065,0.49158654,0.12378004,In variant 2 it is 12.378004% more likely than variant1 that [01_HOOFD_250_1] occurs in every process instance. 
RespondedExistence(01_HOOFD_010:01_HOOFD_250_1),0.001,0.3678065,0.49156627,0.12375978,In variant 2 it is 12.3759775% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_130:01_HOOFD_065_0),0.001,0,0.12345679,0.12345679,In variant 2 it is 12.345679% more likely than variant1 that if [01_HOOFD_130] occurs: also [01_HOOFD_065_0] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_250_1),0.001,0.36934674,0.49275362,0.12340689,In variant 2 it is 12.340689% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_250_1] occurs. 
AlternateResponse(01_HOOFD_120:01_HOOFD_130),0.001,0.21477273,0.09223301,0.12253972,In variant 1 it is 12.253972% more likely than variant2 that if [01_HOOFD_120] occurs: [01_HOOFD_130] will occur afterwards without any other occurrence of [01_HOOFD_120] in between. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_491),0.001,0.46714672,0.5895807,0.12243399,In variant 2 it is 12.243399% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_050:01_HOOFD_480),0.001,0.82978725,0.7073864,0.12240088,In variant 1 it is 12.2400875% more likely than variant2 that if [01_HOOFD_050] occurs: also [01_HOOFD_480] occurs. 
NotSuccession(01_HOOFD_099:01_BB_775),0.001,0.93193716,0.8097983,0.12213886,In variant 1 it is 12.213886% more likely than variant2 that [01_HOOFD_099] is not followed by [01_BB_775] and [01_BB_775] is not preceded by [01_HOOFD_099]. 
RespondedExistence(01_HOOFD_050:01_HOOFD_430),0.001,0.82340425,0.70170456,0.12169969,In variant 1 it is 12.16997% more likely than variant2 that if [01_HOOFD_050] occurs: also [01_HOOFD_430] occurs. 
AlternateResponse(01_HOOFD_040:01_HOOFD_510_1),0.002,0.7379135,0.8595745,0.12166101,In variant 2 it is 12.1661005% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_510_1] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
RespondedExistence(08_AWB45_005:01_HOOFD_030_2),0.001,0.861157,0.9826464,0.121489406,In variant 2 it is 12.148941% more likely than variant1 that if [08_AWB45_005] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_490_5),0.001,0.77097505,0.89242053,0.12144548,In variant 2 it is 12.144547% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_250_2:01_HOOFD_490_5),0.001,0.77097505,0.89242053,0.12144548,In variant 2 it is 12.144547% more likely than variant1 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_490_5] occurs. 
AlternatePrecedence(01_HOOFD_110_0:01_HOOFD_815),0.003,0.6542056,0.7755682,0.12136257,In variant 2 it is 12.136257% more likely than variant1 that if [01_HOOFD_815] occurs: [01_HOOFD_110_0] occurred before it without any other occurrence of [01_HOOFD_815] in between. 
RespondedExistence(01_HOOFD_060:01_HOOFD_130),0.005,0.5511811,0.67234045,0.121159375,In variant 2 it is 12.115937% more likely than variant1 that if [01_HOOFD_060] occurs: also [01_HOOFD_130] occurs. 
RespondedExistence(05_EIND_010:01_HOOFD_490_2),0.001,0.6714579,0.7924528,0.120994925,In variant 2 it is 12.099493% more likely than variant1 that if [05_EIND_010] occurs: also [01_HOOFD_490_2] occurs. 
RespondedExistence(01_HOOFD_490_3:01_HOOFD_490_4),0.002,0.31129476,0.19069767,0.120597094,In variant 1 it is 12.05971% more likely than variant2 that if [01_HOOFD_490_3] occurs: also [01_HOOFD_490_4] occurs. 
RespondedExistence(01_HOOFD_055:01_HOOFD_065_1),0.006,0.8994083,0.7790698,0.1203385,In variant 1 it is 12.03385% more likely than variant2 that if [01_HOOFD_055] occurs: also [01_HOOFD_065_1] occurs. 
AlternateResponse(01_HOOFD_040:01_HOOFD_200),0.001,0.78625953,0.906383,0.120123446,In variant 2 it is 12.012344% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_200] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
RespondedExistence(01_HOOFD_519:01_HOOFD_370),0.001,0.88,1,0.120000005,In variant 2 it is 12.0% more likely than variant1 that if [01_HOOFD_519] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_065_1),0.006,0,0.119791664,0.119791664,In variant 2 it is 11.979166% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_065_1] occurs. 
AlternatePrecedence(01_HOOFD_250_1:01_HOOFD_490_3),0.001,0.23140496,0.11162791,0.11977705,In variant 1 it is 11.977705% more likely than variant2 that if [01_HOOFD_490_3] occurs: [01_HOOFD_250_1] occurred before it without any other occurrence of [01_HOOFD_490_3] in between. 
AlternatePrecedence(01_BB_540:01_HOOFD_811),0.007,0.71,0.8290909,0.119090915,In variant 2 it is 11.909092% more likely than variant1 that if [01_HOOFD_811] occurs: [01_BB_540] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_BB_770:08_AWB45_005),0.002,0.7006369,0.5821138,0.11852312,In variant 1 it is 11.852312% more likely than variant2 that if [01_BB_770] occurs: also [08_AWB45_005] occurs. 
Precedence(01_HOOFD_200:10_UOV_050_1),0.001,0.8815789,1,0.11842108,In variant 2 it is 11.842108% more likely than variant1 that if [10_UOV_050_1] occurs: [01_HOOFD_200] occurred before it. 
RespondedExistence(01_HOOFD_110_2:01_HOOFD_510_4),0.005,0.71859294,0.8357143,0.11712134,In variant 2 it is 11.712133% more likely than variant1 that if [01_HOOFD_110_2] occurs: also [01_HOOFD_510_4] occurs. 
NotSuccession(04_BPT_030:01_HOOFD_811),0.001,0.97894734,0.86198545,0.1169619,In variant 1 it is 11.69619% more likely than variant2 that [04_BPT_030] is not followed by [01_HOOFD_811] and [01_HOOFD_811] is not preceded by [04_BPT_030]. 
AlternateResponse(01_HOOFD_030_2:01_HOOFD_491),0.001,0.45679012,0.57362354,0.11683342,In variant 2 it is 11.683342% more likely than variant1 that if [01_HOOFD_030_2] occurs: [01_HOOFD_491] will occur afterwards without any other occurrence of [01_HOOFD_030_2] in between. 
RespondedExistence(01_HOOFD_491:01_HOOFD_030_2),0.001,0.8768116,0.9935622,0.1167506,In variant 2 it is 11.67506% more likely than variant1 that if [01_HOOFD_491] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_195:01_HOOFD_250_1),0.001,0.55822784,0.6749175,0.11668968,In variant 2 it is 11.668968% more likely than variant1 that if [01_HOOFD_195] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_195:01_HOOFD_250_2),0.001,0.55822784,0.6749175,0.11668968,In variant 2 it is 11.668968% more likely than variant1 that if [01_HOOFD_195] occurs: also [01_HOOFD_250_2] occurs. 
AlternatePrecedence(10_UOV_050_1:01_HOOFD_490_3),0.001,0.1184573,0.23488373,0.11642642,In variant 2 it is 11.642642% more likely than variant1 that if [01_HOOFD_490_3] occurs: [10_UOV_050_1] occurred before it without any other occurrence of [01_HOOFD_490_3] in between. 
RespondedExistence(01_HOOFD_530:01_HOOFD_050),0.001,0.8375,0.9539007,0.11640072,In variant 2 it is 11.640072% more likely than variant1 that if [01_HOOFD_530] occurs: also [01_HOOFD_050] occurs. 
RespondedExistence(01_HOOFD_490_1:01_HOOFD_250_1),0.001,0.47122693,0.58746356,0.11623663,In variant 2 it is 11.623663% more likely than variant1 that if [01_HOOFD_490_1] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_490_2:01_HOOFD_250_2),0.001,0.46189377,0.577812,0.11591825,In variant 2 it is 11.591825% more likely than variant1 that if [01_HOOFD_490_2] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_490_2:01_HOOFD_250_1),0.001,0.46189377,0.577812,0.11591825,In variant 2 it is 11.591825% more likely than variant1 that if [01_HOOFD_490_2] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_110_2:01_HOOFD_515),0.006,0.7236181,0.83928573,0.11566764,In variant 2 it is 11.566764% more likely than variant1 that if [01_HOOFD_110_2] occurs: also [01_HOOFD_515] occurs. 
RespondedExistence(01_HOOFD_110_2:01_HOOFD_510_3),0.006,0.7236181,0.83928573,0.11566764,In variant 2 it is 11.566764% more likely than variant1 that if [01_HOOFD_110_2] occurs: also [01_HOOFD_510_3] occurs. 
RespondedExistence(09_AH_I_010:01_HOOFD_250_1),0.001,0.47039828,0.5859599,0.115561634,In variant 2 it is 11.556164% more likely than variant1 that if [09_AH_I_010] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_375:01_HOOFD_250_1),0.001,0.47039828,0.5859599,0.115561634,In variant 2 it is 11.556164% more likely than variant1 that if [01_HOOFD_375] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_491a),0.001,0.117913835,0.002444988,0.115468845,In variant 1 it is 11.546885% more likely than variant2 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_491a] occurs. 
AlternatePrecedence(09_AH_I_010:01_HOOFD_811),0.001,0.83,0.94545454,0.115454555,In variant 2 it is 11.545456% more likely than variant1 that if [01_HOOFD_811] occurs: [09_AH_I_010] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_375),0.001,0.83,0.94545454,0.115454555,In variant 2 it is 11.545456% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_375] occurs. 
AlternatePrecedence(01_HOOFD_380:01_HOOFD_811),0.001,0.83,0.94545454,0.115454555,In variant 2 it is 11.545456% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_380] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
AlternatePrecedence(01_HOOFD_330:01_HOOFD_811),0.001,0.83,0.94545454,0.115454555,In variant 2 it is 11.545456% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_330] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_HOOFD_490_1:01_HOOFD_250_2),0.001,0.4723127,0.58746356,0.11515087,In variant 2 it is 11.515087% more likely than variant1 that if [01_HOOFD_490_1] occurs: also [01_HOOFD_250_2] occurs. 
AlternateResponse(01_HOOFD_040:01_HOOFD_490_1),0.002,0.7531807,0.8680851,0.1149044,In variant 2 it is 11.49044% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_490_1] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
RespondedExistence(01_HOOFD_515:01_HOOFD_490_5),0.001,0.872211,0.98704666,0.11483568,In variant 2 it is 11.483568% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_490_5),0.001,0.872211,0.98704666,0.11483568,In variant 2 it is 11.483568% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_190_2:01_HOOFD_100_0),0.003,0.114754096,0,0.114754096,In variant 1 it is 11.4754095% more likely than variant2 that if [01_HOOFD_190_2] occurs: also [01_HOOFD_100_0] occurs. 
RespondedExistence(01_HOOFD_380:01_HOOFD_250_1),0.001,0.47141317,0.5859599,0.114546746,In variant 2 it is 11.454675% more likely than variant1 that if [01_HOOFD_380] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(09_AH_I_010:01_HOOFD_250_2),0.001,0.4714747,0.5859599,0.114485204,In variant 2 it is 11.448521% more likely than variant1 that if [09_AH_I_010] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_375:01_HOOFD_250_2),0.001,0.4714747,0.5859599,0.114485204,In variant 2 it is 11.448521% more likely than variant1 that if [01_HOOFD_375] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_810:01_HOOFD_065_1),0.003,0.41666666,0.53113556,0.1144689,In variant 2 it is 11.44689% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_065_1] occurs. 
RespondedExistence(01_HOOFD_061:01_HOOFD_430),0.001,0.7785235,0.89285713,0.11433363,In variant 2 it is 11.433363% more likely than variant1 that if [01_HOOFD_061] occurs: also [01_HOOFD_430] occurs. 
RespondedExistence(01_HOOFD_060:01_HOOFD_510_2),0.004,0.7454068,0.8595745,0.11416769,In variant 2 it is 11.416769% more likely than variant1 that if [01_HOOFD_060] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_490_5),0.001,0.8752599,0.98930484,0.114044964,In variant 2 it is 11.404496% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_430:01_HOOFD_250_2),0.001,0.45862883,0.5726644,0.11403555,In variant 2 it is 11.403555% more likely than variant1 that if [01_HOOFD_430] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_430:01_HOOFD_250_1),0.001,0.45862883,0.5726644,0.11403555,In variant 2 it is 11.403555% more likely than variant1 that if [01_HOOFD_430] occurs: also [01_HOOFD_250_1] occurs. 
AlternatePrecedence(01_HOOFD_491:01_HOOFD_515),0.001,0.87322515,0.98704666,0.11382151,In variant 2 it is 11.382151% more likely than variant1 that if [01_HOOFD_515] occurs: [01_HOOFD_491] occurred before it without any other occurrence of [01_HOOFD_515] in between. 
AlternatePrecedence(01_HOOFD_491:01_HOOFD_510_3),0.001,0.87322515,0.98704666,0.11382151,In variant 2 it is 11.382151% more likely than variant1 that if [01_HOOFD_510_3] occurs: [01_HOOFD_491] occurred before it without any other occurrence of [01_HOOFD_510_3] in between. 
RespondedExistence(01_HOOFD_480:01_HOOFD_250_1),0.001,0.45647058,0.57019067,0.11372009,In variant 2 it is 11.372009% more likely than variant1 that if [01_HOOFD_480] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_490_5),0.001,0.7785714,0.89227164,0.11370021,In variant 2 it is 11.370021% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_510_2:01_HOOFD_250_1),0.001,0.47385985,0.5875371,0.11367726,In variant 2 it is 11.367726% more likely than variant1 that if [01_HOOFD_510_2] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_380:01_HOOFD_250_2),0.001,0.47249192,0.5859599,0.11346799,In variant 2 it is 11.346799% more likely than variant1 that if [01_HOOFD_380] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_465:01_HOOFD_490_3a),0.001,0.12048193,0.00729927,0.113182664,In variant 1 it is 11.318266% more likely than variant2 that if [01_HOOFD_465] occurs: also [01_HOOFD_490_3a] occurs. 
RespondedExistence(01_HOOFD_491:01_HOOFD_493),0.001,0.12137681,0.008583691,0.11279312,In variant 1 it is 11.279312% more likely than variant2 that if [01_HOOFD_491] occurs: also [01_HOOFD_493] occurs. 
AlternatePrecedence(01_HOOFD_480:01_HOOFD_811),0.009,0.72,0.83272725,0.112727225,In variant 2 it is 11.272722% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_480] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_480),0.009,0.72,0.83272725,0.112727225,In variant 2 it is 11.272722% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_480] occurs. 
AlternatePrecedence(01_HOOFD_430:01_HOOFD_811),0.009,0.72,0.83272725,0.112727225,In variant 2 it is 11.272722% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_430] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
NotSuccession(01_HOOFD_061:01_HOOFD_065_0),0.001,0.8288,0.94145197,0.112651944,In variant 2 it is 11.265194% more likely than variant1 that [01_HOOFD_061] is not followed by [01_HOOFD_065_0] and [01_HOOFD_065_0] is not preceded by [01_HOOFD_061]. 
Precedence(01_HOOFD_065_2:01_HOOFD_810),0.003,0.41666666,0.529304,0.11263737,In variant 2 it is 11.263737% more likely than variant1 that if [01_HOOFD_810] occurs: [01_HOOFD_065_2] occurred before it. 
RespondedExistence(01_HOOFD_510_2:01_HOOFD_250_2),0.001,0.4749722,0.5875371,0.11256492,In variant 2 it is 11.256493% more likely than variant1 that if [01_HOOFD_510_2] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_480:01_HOOFD_250_2),0.001,0.45764706,0.57019067,0.11254361,In variant 2 it is 11.254361% more likely than variant1 that if [01_HOOFD_480] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_130),0.001,0.029478459,0.14180928,0.112330824,In variant 2 it is 11.233083% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_130] occurs. 
RespondedExistence(01_HOOFD_195:01_HOOFD_061),0.001,0.613924,0.50165015,0.11227387,In variant 1 it is 11.227387% more likely than variant2 that if [01_HOOFD_195] occurs: also [01_HOOFD_061] occurs. 
